question,answer,input_tokens,output_tokens,total_tokens,response_time_seconds,p99_processing_time,p95_processing_time,avg_processing_time,page_count,avg_time_per_page,p99_time_per_page,p95_time_per_page,tokens_per_page
Where are wages for services not considered farmwork reported?,Wages for services not considered farmwork are reported on Forms 941 or Form 944.,,,,,,,,,,,,
What conditions make service performed outside the United States taxable for employment taxes?,"Service performed outside the United States is taxable if the worker is working for an American employer or if an American employer, by agreement, covers U.S. citizens and residents employed by its foreign affiliates or subsidiaries.",,,,,,,,,,,,
"Are ""H-2A"" workers, who perform temporary agricultural labor, subject to employment taxes?","No, ""H-2A"" workers are exempt from Federal Income Tax Withholding, Social Security and Medicare taxes, and FUTA.",,,,,,,,,,,,
"Under what conditions are nonimmigrant aliens, such as students, scholars, and trainees, exempt from employment taxes?","Nonimmigrant aliens under section 101(a)(15)(F), (J), (M), or (Q) are exempt from employment taxes if their service is performed for purposes specified in those sections.",,,,,,,,,,,,
"Under what circumstances are taxes exempt for services performed by individuals under sections 101(a)(15)(F), (J), (M), or (Q) of the Immigration and Nationality Act?","Taxes are exempt if the service is performed for purposes specified in sections 101(a)(15)(F), (J), (M), or (Q) of the Immigration and Nationality Act. However, these taxes may apply if the employee becomes a resident alien.",,,,,,,,,,,,
Are taxes exempt for a Philippine resident admitted to Guam or CNMI under section 101(a)(15)(H)(ii) of the Immigration and Nationality Act?,"Taxes are exempt if the service is performed for purposes specified in section 101(a)(15)(H)(ii) of the Immigration and Nationality Act. However, these taxes may apply if the employee becomes a resident alien.",,,,,,,,,,,,
"What is the tax status for services performed in the CNMI by a Philippine resident not admitted under section 101(a)(15)(H)(ii) on or after January 1, 2015?","For services performed in the CNMI by a Philippine resident not admitted under section 101(a)(15)(H)(ii) on or after January 1, 2015, the services are taxable.",,,,,,,,,,,,
Under what circumstances are wages paid to a deceased worker's beneficiary or estate taxable?,Wages paid to a deceased worker's beneficiary or estate are taxable if they are paid in the same calendar year as the worker's death.,,,,,,,,,,,,
How are cafeteria plan benefits under section 125 taxed?,"If an employee chooses cash or another taxable benefit, the benefits are subject to all employment taxes. If the employee chooses a nontaxable benefit, it is treated the same as if the benefit was provided outside the plan.",,,,,,,,,,,,
When is a nonresident working on an American vessel or aircraft outside the United States subject to taxation?,A nonresident is taxable if they are under a contract made in the United States or if they are employed on a vessel or aircraft that touches a U.S. port.,,,,,,,,,,,,
What is the tax treatment for dependent care assistance programs under section 129?,Dependent care assistance programs are exempt to the extent it is reasonable to believe amounts are excludable from gross income under section 129.,,,,,,,,,,,,
Are wages paid to a disabled worker after the year they became entitled to Social Security disability insurance benefits taxable?,Wages paid to a disabled worker after the year they became entitled to Social Security disability insurance benefits are exempt if the worker did not perform any service for the employer during the period for which the payment is made.,,,,,,,,,,,,
Which territories are included in the definition of the United States according to the text?,"The United States includes American Samoa, Guam, the CNMI (Commonwealth of the Northern Mariana Islands), the USVI (U.S. Virgin Islands), and Puerto Rico.",,,,,,,,,,,,
What is the tax treatment for amounts under an accountable plan that do not exceed the specified government rate for per diem or standard mileage?,"Amounts not exceeding the specified government rate for per diem or standard mileage under an accountable plan are exempt from withholding, taxability, and reporting.",,,,,,,,,,,,
At what age is a child employed by a parent exempt from taxes under the family employees category?,"A child employed by a parent is exempt from taxes until age 18, or until age 21 for domestic service.",,,,,,,,,,,,
When are fishing-related activities taxable in connection with catching or farming aquatic life?,"Fishing-related activities are taxable unless an arrangement with the boat owner or operator (as specified in condition 3) applies. For aquatic life other than salmon or halibut, activities are exempt only if the vessel is less than 10 net tons and condition 3 does not apply.",,,,,,,,,,,,
What arrangement allows an individual to receive a share of a boat's catch or its proceeds?,"An individual can receive a share of the boat's catch (or the proceeds from the sale of the catch) if the arrangement is based on the boat's catch, and the operating crew of the boat normally consists of fewer than 10 individuals.",,,,,,,,,,,,
Under what conditions is cash remuneration for crew members on a boat exempt?,"Cash remuneration is exempt if it is (a) $100 or less, (b) contingent on a minimum catch, and (c) paid solely for additional duties such as those of a mate, engineer, or cook where cash remuneration is traditional.",,,,,,,,,,,,
When is foreign service by U.S. citizens exempt or not exempt from withholding?,"Foreign service by U.S. citizens is exempt if they work for foreign affiliates of American employers and either (1) are reasonably believed to qualify for income exclusion under section 911, or (2) their employer is required by the foreign country's law to withhold income tax. Withholding applies if the U.S. citizen works as a U.S. Government employee, with the same rules as within the United States.",,,,,,,,,,,,
Under what conditions is a U.S. citizen working for an American employer exempt from employment taxes?,"A U.S. citizen working for an American employer is exempt from employment taxes unless they are (1) working on an American vessel or aircraft under a contract made in the United States or employed on a vessel when it touches a U.S. port, or (2) working in a contiguous country with which the United States has an unemployment compensation agreement or in the U.S. Virgin Islands (USVI).",,,,,,,,,,,,
Are income derived by Native Americans exercising fishing rights subject to employment taxes?,"No, income derived by Native Americans exercising fishing rights is generally exempt from employment taxes.",,,,,,,,,,,,
How are fringe benefits treated for employment tax purposes?,"Fringe benefits are taxable on the excess of the fair market value of the benefit over the sum of the amount paid for it by the employee and any amount excludable by law. However, special valuation rules may apply, and benefits provided under cafeteria plans may qualify for exclusion from wages for social security, Medicare, and FUTA taxes.",,,,,,,,,,,,
"When can cafeteria plans qualify for exclusion from wages for Social Security, Medicare, and FUTA taxes?","Cafeteria plans may qualify for exclusion from wages for Social Security, Medicare, and FUTA taxes. For details, see Pub. 15-B.",,,,,,,,,,,,
Under what conditions are government employees' wages subject to Social Security and Medicare taxes?,"Government employees' wages are generally subject to Social Security and Medicare taxes if they perform services while either (a) covered under a section 218 agreement or (b) not covered under a section 218 agreement and not a member of a public retirement system (mandatory Social Security and Medicare coverage). Additionally, Medicare tax applies to services performed by employees hired or rehired after March 31, 1986, who aren't covered under a section 218 agreement or the mandatory Social Security provisions, unless specifically excluded by law.",,,,,,,,,,,,
Are election workers' wages taxable for Social Security and Medicare purposes?,"Election workers' wages are taxable if they are paid $2,400 or more in 2025 (or a lesser amount if specified by a section 218 Social Security agreement). However, a Form W-2 must be filed for payments of $600 or more, even if no Social Security or Medicare taxes apply.",,,,,,,,,,,,
"When must Form W-2 be filed for payments, even if no social security or Medicare taxes were withheld?","Form W-2 must be filed for payments of $600 or more, even if no social security or Medicare taxes were withheld.",,,,,,,,,,,,
"Are emergency workers hired temporarily in response to unforeseen emergencies exempt from withholding, and under what circumstances?","Yes, emergency workers hired temporarily in response to unforeseen emergencies (such as fire, storm, snow, earthquake, or flood) are exempt from withholding if they are serving on a temporary basis.",,,,,,,,,,,,
What are the social security and Medicare tax rules for U.S. federal government employees?,U.S. federal government employees are taxable for Medicare and taxable for social security unless they were hired before 1984. An exemption applies if the worker is a seaman performing services on or in connection with an American vessel owned or chartered by the United States and operated by the general agent of the Secretary of Commerce.,,,,,,,,,,,,
What are the conditions under which household employees' wages are taxable for Social Security and Medicare in 2025?,"Household employees' wages are taxable for Social Security and Medicare if the employer paid $2,800 or more in cash in 2025. However, they are exempt if the employee is under age 18 during any part of the calendar year and the job is not the employee's principal occupation.",,,,,,,,,,,,
"When are wages for domestic service in college clubs, fraternities, and sororities exempt from taxation?","Wages for domestic service in college clubs, fraternities, and sororities are exempt if paid to a regular student or if the employee is paid less than $100 in a year by an income-tax-exempt employer.",,,,,,,,,,,,
What is the FUTA taxation rule for household employees?,"FUTA applies to household employees if the employer paid total cash wages of $1,000 or more in any quarter in the current or preceding calendar year.",,,,,,,,,,,,
What types of insurance premiums for employees are generally exempt from taxation?,"Accident and health insurance premiums under a plan or system for employees and their dependents are generally exempt, except for 2% shareholder-employees of S corporations. Group-term life insurance costs are exempt, except for the cost includible in the employee's gross income, with special rules applying for former employees.",,,,,,,,,,,,
When is income for full-time life insurance salespeople considered taxable?,Income for full-time life insurance salespeople is taxable if they are employees under common law and not paid solely by commissions.,,,,,,,,,,,,
Are amounts paid to employees under a leave-sharing plan taxable?,"Yes, amounts paid to employees under a leave-sharing plan are taxable and subject to withholding.",,,,,,,,,,,,
What is the tax treatment for newspaper and magazine vendors under age 18?,Newspaper carriers under age 18 and newspaper and magazine vendors buying at fixed prices and retaining receipts from sales to customers are exempt.,,,,,,,,,,,,
"How are noncash payments for household work, agricultural labor, and service outside the employer’s trade or business treated?","Noncash payments for household work, agricultural labor, and service not in the course of the employer's trade or business are exempt if both the employer and employee voluntarily agree.",,,,,,,,,,,,
How should distributions and payments to officers or shareholders of an S corporation be treated?,Distributions and other payments to officers or shareholders of an S corporation must be treated as wages to the extent the amounts are reasonable compensation for services to the corporation by an employee.,,,,,,,,,,,,
What is the tax treatment for payments to general or limited partners of a partnership under employment taxes?,"Payments to general or limited partners of a partnership are exempt from federal income tax withholding, Social Security and Medicare taxes, and FUTA taxes.",,,,,,,,,,,,
How are employer contributions to qualified retirement plans treated under employment taxes?,"Employer contributions to a qualified retirement plan are exempt from federal income tax withholding, Social Security and Medicare taxes, and FUTA taxes.",,,,,,,,,,,,
Are employee salary reduction contributions to a 401(k) plan taxable under employment taxes?,Employee salary reduction contributions to a 401(k) plan are generally exempt from federal income tax withholding but are taxable for Social Security and Medicare taxes.,,,,,,,,,,,,
What is the tax treatment of employee salary reduction contributions to a SIMPLE retirement account?,Employee salary reduction contributions to a SIMPLE retirement account are exempt from withholding but are taxable.,,,,,,,,,,,,
"What are the withholding rules for distributions from qualified retirement and pension plans, including section 403(b) annuities?","Withholding applies, but the recipient may elect an exemption on Form W-4P in certain cases. Mandatory 20% withholding applies to an eligible rollover distribution that isn't a direct rollover, while direct rollovers are exempt.",,,,,,,,,,,,
"How are statutory nonemployees, like qualified real estate agents and direct sellers, treated for tax withholding and taxability?",Statutory nonemployees are exempt from withholding and are not taxable.,,,,,,,,,,,,
When is severance or dismissal pay considered taxable according to the text?,Severance or dismissal pay is always taxable.,,,,,,,,,,,,
Under what conditions is service not in the course of the employer's trade or business taxable?,Service not in the course of the employer's trade or business is taxable if the employee receives $100 or more in cash in a calendar year and only taxable if the employee earns $50 or more in cash in a quarter and works on 24 or more different days in that quarter or the preceding quarter.,,,,,,,,,,,,
When is sick pay exempt from withholding?,Sick pay is exempt from withholding after the end of six calendar months following the calendar month the employee last worked for the employer.,,,,,,,,,,,,
"What is the tax treatment for students, scholars, trainees, or teachers employed by an auxiliary nonprofit organization controlled by a school, college, or university?","For students, scholars, trainees, or teachers employed by an auxiliary nonprofit organization, federal income tax withholding applies, Social Security and Medicare taxes are exempt unless services are covered by a section 218 (Social Security Act) agreement, and FUTA is exempt.",,,,,,,,,,,,
How are full-time students performing services for academic credit treated under federal income tax withholding and employment taxes?,"For full-time students performing services for academic credit, federal income tax withholding applies, Social Security and Medicare taxes are taxable unless the program was established for or on behalf of an employer or group of employers, and FUTA is exempt.",,,,,,,,,,,,
What is the employment tax treatment for student nurses performing part-time services at a hospital as part of their training?,"For student nurses performing part-time services at a hospital as part of their training, federal income tax withholding applies, and both Social Security and Medicare taxes and FUTA are exempt.",,,,,,,,,,,,
"What is the tax withholding rule for nonimmigrant aliens holding F-1, J-1, M-1, or Q-1 visas under section 101(a)(15) of the Immigration and Nationality Act?","Taxes are withheld unless excepted by regulations. The service is exempt if performed for purposes specified in section 101(a)(15)(F), (J), (M), or (Q) of the Immigration and Nationality Act, but taxes may apply if the employee becomes a resident alien.",,,,,,,,,,,,
"Are tips taxable and subject to withholding, and how does the $20 threshold affect this?",Tips of $20 or more in a month are taxable and subject to withholding for all tips reported in writing to the employer. Tips under $20 in a month are exempt.,,,,,,,,,,,,
What is the taxation rule for employees of territorial governments like Guam or the CNMI?,"For Guam, employees are exempt, except for certain temporary and intermittent employees. For the CNMI, employees are exempt, but taxable beginning in the fourth calendar quarter of 2012.",,,,,,,,,,,,
What happens if an employer outsources payroll and tax duties to a third-party payer?,"If an employer outsources payroll and related tax duties (such as withholding, reporting, and paying social security, Medicare, FUTA, and income taxes) to a third-party payer, the employer generally remains responsible for those duties, including liability for the taxes.",,,,,,,,,,,,
Who is responsible for federal tax deposits and payments when an employer uses a third-party payer?,"The employer remains responsible for federal tax deposits and other federal tax payments, even if they forward the tax amounts to the third-party payer to make the deposits and payments.",,,,,,,,,,,,
Is there any exception to an employer's responsibility when using a third-party payer?,"Yes, there is an exception involving a Certified Professional Employer Organization (CPEO), which is discussed later in the section.",,,,,,,,,,,,
What happens if a third party fails to make the required tax deposits and payments?,"If a third party fails to make the required tax deposits and payments, the IRS may assess penalties and interest on the employer’s account, and the employer may be liable for all taxes, penalties, and interest due. The employer may also be held personally liable for certain unpaid federal taxes.",,,,,,,,,,,,
Why is it important for employers to maintain their address as the address of record with the IRS?,It is important for employers to maintain their address as the address of record with the IRS because correspondence about tax matters involving the employer’s business is sent to this address. Using the address of a third-party payer may significantly limit the employer’s ability to stay informed about these matters.,,,,,,,,,,,,
What should an employer do when a third party enrolls them in EFTPS for federal tax deposits?,"When a third party enrolls an employer in EFTPS for federal tax deposits, the employer should activate and use the Inquiry PIN they receive to monitor their account and ensure the third party is making the required tax deposits.",,,,,,,,,,,,
What is the role of a Payroll Service Provider (PSP)?,"A Payroll Service Provider (PSP) helps administer payroll and payroll-related tax duties on behalf of the employer. A PSP may prepare paychecks for employees, prepare and file employment tax returns, prepare Forms W-2, and make federal tax deposits and other federal tax payments using the employer's EIN.",,,,,,,,,,,,
Who is liable for employment taxes when an employer uses a PSP?,"When an employer uses a PSP, the employer remains liable for its employment tax obligations, including liability for employment taxes. The PSP is not liable as either an employer or an agent of the employer for the employer’s employment taxes.",,,,,,,,,,,,
What should an employer ensure if a PSP is making federal tax deposits on its behalf?,An employer should ensure that the PSP is using the Electronic Federal Tax Payment System (EFTPS) to make federal tax deposits so the employer can confirm that the payments are being made on its behalf.,,,,,,,,,,,,
What is the main role of a reporting agent in payroll and tax administration?,"A reporting agent helps administer payroll and payroll-related tax duties on behalf of the employer, including authorization to electronically sign and file forms set forth on Form 8655.",,,,,,,,,,,,
"Who remains liable for employment taxes when a reporting agent is used, and how are federal tax deposits made?","The employer remains liable for employment taxes, even when a reporting agent is used. A reporting agent must use EFTPS to make federal tax deposits on behalf of the employer, and the employer can access EFTPS to confirm deposits were made.",,,,,,,,,,,,
Where can additional information about reporting agents be found?,"Additional information about reporting agents can be found in Revenue Procedure 2012-32, 2012-34 I.R.B. 267, available at IRS.gov/irb/2012-34_IRB#RP-2012-32, and in Publication 1474, Technical Specifications Guide for Reporting Agent Authorization and Federal Tax Depositors.",,,,,,,,,,,,
What is the purpose of Form 2678 in relation to an agent and an employer?,"Form 2678 is used by an employer to request authorization to appoint an agent to perform payroll and related tax duties, such as paying wages, filing employment tax returns, preparing Forms W-2, and making federal tax deposits on behalf of the employer.",,,,,,,,,,,,
What are the responsibilities of an agent with an approved Form 2678?,"An agent with an approved Form 2678 can pay wages or compensation to employees, prepare and file employment tax returns, prepare Forms W-2, make federal tax deposits and payments, and allocate wages, taxes, and credits claimed to employers using its own EIN.",,,,,,,,,,,,
Who is liable for employment taxes when an agent with an approved Form 2678 is used?,Both the agent and the employer are jointly liable for the employment taxes and related tax duties that the agent is authorized to perform.,,,,,,,,,,,,
Does Form 2678 apply to FUTA taxes reportable on Form 940?,"No, Form 2678 does not apply to FUTA taxes reportable on Form 940 unless the employer is a home care service recipient receiving home care services through a program administered by a federal, state, or local government agency.",,,,,,,,,,,,
Where can more information about an agent with an approved Form 2678 be found?,"More information about an agent with an approved Form 2678 can be found in Revenue Procedure 2013-39, 2013-52 I.R.B. 830, available at IRS.gov/irb/2013-52_IRB#RP-2013-39.",,,,,,,,,,,,
Under what conditions can the IRS designate a third-party payer to perform the acts of an employer?,"The IRS can designate a third-party payer to perform the acts of an employer if the third party has a service agreement with the employer. A service agreement includes the third party asserting it is the employer of individuals performing services, paying wages to those individuals, and assuming responsibility for those services.",,,,,,,,,,,,
What responsibilities does a payer designated under section 3504 handle for an employer?,"A payer designated under section 3504 performs tax duties under the service agreement using its own EIN, pays wages to individuals performing services for the employer, and assumes responsibility to withhold, report, and pay federal employment taxes for those wages.",,,,,,,,,,,,
What is the liability arrangement between the designated payer and the employer under section 3504?,"If the IRS designates a third-party payer under section 3504, the designated payer and the employer are jointly liable for the employment taxes and related tax duties for which the third-party payer is designated.",,,,,,,,,,,,
What are the requirements for a professional employer organization (PEO) to become and remain certified as a CPEO?,"To become and remain certified as a CPEO, professional employer organizations must meet various requirements described in sections 3511 and 7705 and related published guidance.",,,,,,,,,,,,
What is the general employment tax treatment of a CPEO for individuals performing services for its customers?,"A CPEO is generally treated for employment tax purposes as the employer of any individual who performs services for a customer of the CPEO and is covered by a contract described in section 7705(e)(2), but only for wages and other compensation paid to the individual by the CPEO.",,,,,,,,,,,,
What forms must a CPEO complete when filing aggregate employment tax returns?,"CPEOs must complete Schedule R (Form 940), Schedule R (Form 941), or Schedule R (Form 943) when filing an aggregate Form 940, Form 941, or Form 943, respectively.",,,,,,,,,,,,
How does a CPEO notify the IRS about starting or ending a service contract with a customer?,A CPEO notifies the IRS by filing Form 8973 to indicate that they started or ended a service contract with a customer.,,,,,,,,,,,,
How can an organization apply to become a Certified Professional Employer Organization (CPEO)?,"An organization can apply to become a CPEO through the IRS Online Registration System. For more information or to apply, visit IRS.gov/CPEO.",,,,,,,,,,,,
What should be done if both an employer and a CPEO or other third-party payer paid wages to the same employee during a quarter?,Both the employer and the CPEO or other third-party payer must file Form 941 reporting the wages each entity paid to the employee during the applicable quarter and issue Forms W-2 reporting the wages each entity paid to the employee during the year.,,,,,,,,,,,,
What are federal agencies required to certify regarding federal income taxes for employees and pensioners in certain U.S. territories?,"Federal agencies are required to certify to the IRS the amount of federal income taxes withheld from U.S. Government employees working in, as well as federal civilian and military pensioners residing in, American Samoa, the CNMI, and Guam.",,,,,,,,,,,,
"What is the purpose of the ""cover over"" provision mentioned in the text regarding American Samoa?","The ""cover over"" provision requires the U.S. Government to transfer federal income taxes withheld from military and civilian employees and pensioners who are residents of American Samoa to the Treasury of American Samoa on at least an annual basis.",,,,,,,,,,,,
Do the special certifying requirements mentioned in the text apply to federal agencies with employees in Puerto Rico and the USVI?,"No, the special certifying requirements do not apply to federal agencies with employees working in Puerto Rico or the USVI.",,,,,,,,,,,,
What must federal agencies do to comply with the transfer of federal income taxes for American Samoa residents?,Federal agencies must certify the amount of federal income taxes withheld or collected from their employees and pensioners by following specific Certification Procedures.,,,,,,,,,,,,
What legal provisions require the U.S. Government to transfer federal income taxes to the CNMI Treasury?,"The Northern Mariana Islands Code section 7654 and 48 U.S.C. section 1681 (P.L. 94-241, section 703(b)) require the U.S. Government to transfer federal income taxes withheld on amounts paid to military and civilian employees and pensioners who are residents of the CNMI to the CNMI Treasury.",,,,,,,,,,,,
Who benefits from the federal income taxes transferred to the CNMI Treasury?,"Military and civilian employees, as well as pensioners who are residents of the CNMI, benefit from the federal income taxes transferred to the CNMI Treasury.",,,,,,,,,,,,
What must federal agencies do to comply with the transfer of federal income taxes to the CNMI Treasury?,Federal agencies must certify the amount of federal income taxes withheld or collected from their employees and pensioners by following specific certification procedures.,,,,,,,,,,,,
What is the agreement established between the U.S. Treasury Department and the CNMI Division of Revenue and Taxation in December 2006?,"In December 2006, the U.S. Treasury Department and the CNMI Division of Revenue and Taxation entered into an agreement under 5 U.S.C. section 5517 requiring all federal employers to withhold CNMI income taxes (instead of federal income taxes) for employees whose regular federal employment is in the CNMI and deposit those taxes with the CNMI Treasury.",,,,,,,,,,,,
"Are federal employers required to report CNMI taxes, and if so, to whom?","Yes, federal employers are required to file quarterly and annual reports about CNMI taxes with the CNMI Division of Revenue and Taxation.",,,,,,,,,,,,
Does the 5517 agreement apply to pensioners and U.S. Armed Forces members stationed in the CNMI?,"No, the 5517 agreement does not apply to payments made to pensioners or to compensation paid to U.S. Armed Forces members stationed in the CNMI who have a state of legal residence outside the CNMI.",,,,,,,,,,,,
What is required of the U.S. Government regarding federal income taxes withheld from residents of Guam?,The U.S. Government is required to transfer the federal income taxes withheld on amounts paid to military and civilian employees and pensioners who are residents of Guam to the Treasury of Guam.,,,,,,,,,,,,
What must federal agencies do to ensure the transfer of federal income taxes to the Treasury of Guam?,Federal agencies must certify the amount of federal income taxes withheld or collected from their employees by following specific certification procedures.,,,,,,,,,,,,
How does the arrangement for federal income taxes differ for Puerto Rico compared to Guam?,"For Puerto Rico, federal agencies are required to withhold Puerto Rico income taxes (rather than federal income taxes) and deposit them with the Puerto Rico Treasury, as per an agreement under 5 U.S.C. section 5517 made in November 1988.",,,,,,,,,,,,
What are federal employers in Puerto Rico required to do regarding income taxes?,Federal employers in Puerto Rico are required to deposit Puerto Rico income taxes with the Puerto Rico Treasury for employees whose regular place of federal employment is in Puerto Rico. They must also file quarterly and annual reports with the Puerto Rico tax department.,,,,,,,,,,,,
Who is excluded from the 5517 agreement in Puerto Rico?,The 5517 agreement is not applicable to payments made to pensioners or compensation paid to members of the U.S. Armed Forces stationed in Puerto Rico but with a state of legal residence outside Puerto Rico.,,,,,,,,,,,,
"What does the term ""federal income taxes"" include for certification requirements in American Samoa, the CNMI, or Guam?","For certification requirements, ""federal income taxes"" include federal income taxes withheld from compensation and other amounts paid to and deposited into the U.S. Treasury for federal government civilian employees who are residents of American Samoa, the CNMI, or Guam.",,,,,,,,,,,,
Who does the text identify as federal government civilian employees covered by the guidelines?,"Federal government civilian employees who are residents of American Samoa, the CNMI, or Guam are covered by the guidelines.",,,,,,,,,,,,
What certification procedures must federal agencies follow regarding federal income taxes?,"Federal agencies must certify to the IRS each calendar quarter the total amount of federal income taxes withheld and deposited into the U.S. Treasury, as specified in the text.",,,,,,,,,,,,
Which groups of military personnel are included in the guidelines?,"The guidelines include military personnel stationed in American Samoa, the CNMI, or Guam, as well as those not stationed there but who have a state of legal residence in any of these territories.",,,,,,,,,,,,
What must federal agencies certify to the IRS each calendar quarter?,Federal agencies must certify to the IRS each calendar quarter the total amount of federal income taxes withheld that have been deposited into the U.S. Treasury.,,,,,,,,,,,,
What information should be included in the certification letter submitted by federal agencies?,"The certification letter should include: 1) A citation to Pub. 15 as the authority for the certification, 2) The name of the federal certifying agency or department, 3) The certifying agency’s EIN, 4) The calendar quarter and fiscal year covered by the certification, 5) The total number of individuals covered by the certification, and 6) The aggregate dollar amount of federal income taxes withheld on all individuals covered by the certification.",,,,,,,,,,,,
What additional information must a federal department include when submitting a certification on behalf of another agency?,"A federal department submitting a certification on behalf of another agency must include the name and EIN of each subordinate or designated federal department or agency, along with the required data.",,,,,,,,,,,,
When must the certifying agency send the annual certification for subordinates or designated federal departments or agencies?,"The certifying agency must send the certification at least on an annual basis, no later than February 14.",,,,,,,,,,,,
"What information must federal government agencies provide for military personnel not stationed in American Samoa, the CNMI, or Guam but with a legal residence in these territories?","Federal government agencies must provide the servicemember’s name, SSN, amount of annual salary paid, and total amount of annual federal income tax withheld.",,,,,,,,,,,,
"What are the quarterly certification deadlines for federal agencies, and what must the certification amounts agree with?","The quarterly certification deadlines are May 15 for the first quarter, August 14 for the second quarter, November 14 for the third quarter, and February 14 for the fourth quarter. The certification amounts must agree with the amounts of federal income tax withheld and reported on the agency’s quarterly federal tax return(s) (Form 941).",,,,,,,,,,,,
Where should federal agencies mail their certification for the fourth quarter ending December 31?,Federal agencies should mail their certification to the following address:,,,,,,,,,,,,
Where can individuals go to get help with tax issues or download free publications and forms?,"Individuals can go to IRS.gov to get help with tax issues, prepare their tax returns, or download free publications, forms, or instructions.",,,,,,,,,,,,
What are some specific resources available on IRS.gov to answer tax-related questions?,"On IRS.gov, resources include:",,,,,,,,,,,,
What are the responsibilities of a paid tax preparer when preparing a tax return?,"A paid tax preparer is primarily responsible for the overall substantive accuracy of the return, is required to sign the return, and must include their preparer tax identification number (PTIN).",,,,,,,,,,,,
Who is ultimately responsible for the accuracy of the information on a tax return?,The taxpayer is ultimately responsible for providing all the required information for the preparer to accurately prepare the return and for the accuracy of every item reported on the return.,,,,,,,,,,,,
Where can employers find online services for W-2 filing?,"Employers can register to use Business Services Online at SSA.gov/employer for fast, free, and secure W-2 filing options.",,,,,,,,,,,,
Where can individuals and professionals file W-2 and W-2c forms securely and for free?,Individuals and professionals can file W-2 and W-2c forms securely and for free at SSA.gov/employer.,,,,,,,,,,,,
"What can sole proprietors, partnerships, and S corporations do with a business tax account?","Sole proprietors, partnerships, and S corporations can view their tax information on record with the IRS and perform additional tasks using a business tax account at IRS.gov/BusinessAccount.",,,,,,,,,,,,
"How does the IRS use social media, and what precautions should users take?","The IRS uses social media to share information on tax changes, scam alerts, initiatives, products, and services. Users should not post their social security number (SSN) or other confidential information on social media and should always protect their identity when using social networking sites.",,,,,,,,,,,,
Where can taxpayers find informative IRS videos on tax-related topics in multiple languages?,"Taxpayers can find IRS videos on tax-related topics in English, Spanish, and ASL on these YouTube channels: YouTube.com/irsvideos, YouTube.com/irsvideosmultilingua, and YouTube.com/irsvideosASL.",,,,,,,,,,,,
What service does the IRS provide to assist taxpayers with limited English proficiency (LEP)?,"The IRS offers a Free Over-the-Phone Interpreter (OPI) Service, which is available in more than 350 languages at Taxpayer Assistance Centers (TACs), most IRS offices, and every Volunteer Income Tax Assistance (VITA) and Tax Counseling for the Elderly (TCE) tax return site.",,,,,,,,,,,,
How can taxpayers with disabilities get information about accessibility services?,"Taxpayers with disabilities can call the Accessibility Helpline at 833-690-0598 to ask about accessibility products and services available in alternative media formats such as braille, large print, and audio.",,,,,,,,,,,,
"Where can you go for help with tax law, refunds, or account-related issues?","You can go to IRS.gov/LetUsHelp for help with tax law, refunds, or account-related issues.",,,,,,,,,,,,
How can you access tax publications and instructions in eBook format?,"You can download and view most tax publications and instructions as eBooks at IRS.gov/eBooks. These have been tested using Apple's iBooks for iPad, but functionality on other eBook readers may not work as intended.",,,,,,,,,,,,
How can you obtain a transcript or a copy of your tax return?,You can obtain a tax transcript or a copy of your return by calling 800-829-4933 or by mailing Form 4506-T (transcript request) or Form 4506 (copy of return) to the IRS.,,,,,,,,,,,,
How does the IRS typically communicate with taxpayers regarding personal or financial information?,"The IRS does not initiate contact with taxpayers by email, text messages (including shortened links), telephone calls, or social media channels to request or verify personal or financial information, including PINs, passwords, or similar information for credit cards, banks, or other financial accounts.",,,,,,,,,,,,
"What can taxpayers do if they suspect their EIN has been lost, stolen, or misused for tax-related identity theft?","Taxpayers can visit the IRS Identity Theft Central webpage at IRS.gov/IdentityTheft to find information on identity theft, data security protection, and steps to take if their EIN has been lost, stolen, or misused.",,,,,,,,,,,,
What payment methods are accepted by the IRS for U.S. tax payments?,"The IRS accepts U.S. tax payments in U.S. dollars using options such as debit card, credit card, digital wallet (via approved payment processors), or electronic funds withdrawal when filing a federal return. Digital assets are not accepted.",,,,,,,,,,,,
What are the different payment methods available for paying taxes?,"The payment methods include paying online or by phone through an approved payment processor, Electronic Funds Withdrawal, Electronic Federal Tax Payment System (best for businesses), mailing a check or money order, paying with cash at a participating retail store, and same-day wire transfer from a financial institution.",,,,,,,,,,,,
How does the IRS ensure the security of electronic tax payments?,"The IRS uses the latest encryption technology to ensure that electronic payments made online, by phone, or through the IRS2Go app are safe and secure.",,,,,,,,,,,,
What option is available if someone cannot pay their taxes in full immediately?,"If someone cannot pay their taxes in full, they can apply for an online payment agreement at IRS.gov/OPA to meet their tax obligation in monthly installments.",,,,,,,,,,,,
What can you do if you cannot pay your taxes in full immediately?,"You can use the IRS Online Payment Agreement (OPA) to meet your tax obligation in monthly installments. Once you complete the online process, you will receive immediate notification of whether your agreement has been approved.",,,,,,,,,,,,
How can you determine if you qualify to settle your tax debt for less than the full amount owed?,"You can use the Offer in Compromise Pre-Qualifier tool to see if you qualify to settle your tax debt for less than the full amount owed. For more information, visit IRS.gov/OIC.",,,,,,,,,,,,
What resource can you use to respond digitally to eligible IRS notices or letters?,"You can use the IRS Document Upload Tool to securely upload required documents online in response to eligible IRS notices or letters. For more information, visit IRS.gov/DUT.",,,,,,,,,,,,
